farmacia_id,descrizione_farmacia,gestione,indirizzo_full,cap,comune,coordinate,maps_url,stato_attivita,tipo_punto,provincia,localita_frazione,telefono,email,data_verifica,note_statiche,maps_url_coords,coord_quality,n_farmacie_provincia,n_farmacie_comune,idx_comune,coord_valid
ITVR005459,Farmacia Moderna,privata,"Via Giuseppe Garibaldi, 1",37063,Isola Della Scala,"45.27284518846034, 11.007261128006308","https://www.google.com/maps/place/Farmacia+Moderna/@45.2724904,11.0068168,19.25z/data=!4m6!3m5!1s0x477f638a1b507c11:0x4896a885f5e823fe!8m2!3d45.2728152!4d11.0070718!16s%2Fg%2F1tf68x89!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.278252%2C11.022342,ministero,284,3,2,TRUE
ITVR005475,Farmacia Silvi,privata,"Via Abetone, 85 - PELLEGRINA",37063,Isola Della Scala,"45.229905851113266, 11.016810590001693","https://www.google.com/maps/place/Farmacia+Silvi/@45.2297434,11.0133881,17z/data=!3m1!4b1!4m6!3m5!1s0x477f64c7ef6ba405:0x7055c9b992f59f06!8m2!3d45.2297397!4d11.015963!16s%2Fg%2F1tf14qpx!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.278252%2C11.022342,ministero,284,3,3,TRUE
ITVR005403,Farmacia Isola Rizza,privata,"Via VIA LUIGI FERRARI, 61",37050,Isola Rizza,"45.291472362115144, 11.19994419065673","https://www.google.com/maps/place/Farmacia+Isola+Rizza/@45.2914651,11.1999147,21z/data=!4m6!3m5!1s0x477f695bf59e49fb:0x2f0b4b942f76b9b7!8m2!3d45.2914613!4d11.1999349!16s%2Fg%2F1tgz9604!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.306748%2C11.181288,ministero,284,1,1,TRUE
ITVR005296,Farmacia Montanari Snc,privata,"Via Niccolo' Copernico, 5 - Vago",37030,Lavagno,"45.419552733446956, 11.133055317671701","https://www.google.com/maps/place/Farmacia+Montanari+Snc/@45.4193607,11.13018,17z/data=!4m14!1m7!3m6!1s0x477f5c948aaa4249:0x9a42d03809214203!2sFarmacia+Montanari+Snc!8m2!3d45.419357!4d11.1327549!16s%2Fg%2F1tkbx1xj!3m5!1s0x477f5c948aaa4249:0x9a42d03809214203!8m2!3d45.419357!4d11.1327549!16s%2Fg%2F1tkbx1xj!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.419327%2C11.135471,ministero,284,2,1,TRUE
ITVR005295,Farmacia Dr.Ssa Bertoli Vanzan Luisa,privata,"Via Fontana, 44 - San Pietro",37030,Lavagno,"45.42594009737877, 11.137461165774347","https://www.google.com/maps/place/Farmacia+Dr.Ssa+Bertoli+Vanzan+Luisa/@45.4259042,11.1366077,18.5z/data=!4m6!3m5!1s0x477f5c978f4f73c9:0x6e05024585f54534!8m2!3d45.4258669!4d11.1372701!16s%2Fg%2F1tlc_09k!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.429165%2C11.136577,ministero,284,2,2,TRUE
ITVR005450,Farmacia Benati,privata,"via A.Della Scala, 56",37017,Lazise,"45.502662344576535, 10.743390047141673","https://www.google.com/maps/place/Farmacia+Benati/@45.5025458,10.7403538,17z/data=!3m1!4b1!4m6!3m5!1s0x4781eef1de89612b:0xab51036a37fdfd8f!8m2!3d45.5025421!4d10.7429287!16s%2Fg%2F12hm_4shs!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.505200%2C10.733450,ministero,284,4,1,TRUE
ITVR021192,Dispensario Centro Storico,privata,"Piazza Vittorio Emanuele II, 6",37017,Lazise,"45.50517312972646, 10.733507624554592","https://www.google.com/maps/place/Dispensario+Farmaceutico/@45.5051386,10.7332528,21z/data=!4m16!1m9!3m8!1s0x4781ef37ae812a43:0x17f6f186c6956ab8!2sDispensario+Farmaceutico!8m2!3d45.5051602!4d10.7335044!9m1!1b1!16s%2Fg%2F11h7kc2y5z!3m5!1s0x4781ef37ae812a43:0x17f6f186c6956ab8!8m2!3d45.5051602!4d10.7335044!16s%2Fg%2F11h7kc2y5z!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,dispensario,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.50533254518448%2C10.733464255216708,verified_share,284,4,2,TRUE
ITVR021110,Dispensario di Colà,privata,"Via Malcanton, 47 - Colà",37017,Lazise,"45.471963037822434, 10.742591761506185","https://www.google.com/maps/place/Dispensario+Farmaceutico/@45.4717787,10.7401456,17z/data=!3m1!4b1!4m6!3m5!1s0x4781e9b354781f07:0xd0a6e8d9615c53f!8m2!3d45.471775!4d10.7427205!16s%2Fg%2F11vcn9wj31!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",chiusa_temporaneamente,dispensario,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.47193057631686%2C10.74252505771223,verified_share,284,4,3,TRUE
ITVR005473,Farmacia Dr. Max Lazise,privata,"Via Peschiera, 8",37017,Lazise,"45.46777948970482, 10.720647247395474","https://www.google.com/maps/place/Farmacia+Dr.+Max/@45.4677529,10.720827,21z/data=!4m6!3m5!1s0x4781e9ce5c87a2bb:0xca33cfad85c792e3!8m2!3d45.4677704!4d10.7206508!16s%2Fg%2F11fs204l1m!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.460753%2C10.717774,ministero,284,4,4,TRUE
ITVR005379,Farmacia Bocchi Legnago centro,privata,"Via Minghetti, 9",37045,Legnago,"45.19375021658813, 11.310619550305708","https://www.google.com/maps/place/Farmacia+Bocchi+Legnago+centro/@45.1936558,11.3074331,17z/data=!3m1!4b1!4m6!3m5!1s0x477f12811c6842db:0x626faf81227aab48!8m2!3d45.193652!4d11.310008!16s%2Fg%2F1tlmm50k!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.193646%2C11.310425,ministero,284,7,1,TRUE
ITVR005378,Farmacia Coppiardi Dr.Stefania,privata,"Via Padana Inferiore Ovest, 17 - San Pietro",37045,Legnago,"45.18636060268586, 11.281747687295614","https://www.google.com/maps/place/Farmacia+Coppiardi+Dr.Stefania/@45.1861225,11.2785505,17z/data=!3m1!4b1!4m6!3m5!1s0x477f0d5e2603c14b:0x4140cf8899916ee8!8m2!3d45.1861187!4d11.2811254!16s%2Fg%2F1tdd4348!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.185321%2C11.271130,ministero,284,7,2,TRUE
ITVR005417,Lafarmacia. Madonna della Salute,privata,"Piazza DELLA COSTITUZIONE, 21 - PORTO",37045,Legnago,"45.19765383875239, 11.315276177353843","https://www.google.com/maps/place/Lafarmacia.+Madonna+della+Salute/@45.1974687,11.3123043,17z/data=!3m1!4b1!4m6!3m5!1s0x477f127d73ca7c9b:0xe03e38c7317b5418!8m2!3d45.1974649!4d11.3148792!16s%2Fg%2F12hz3j387!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.165424%2C11.301691,ministero,284,7,3,TRUE
ITVR005381,Lafarmacia. Legnago,privata,"Via Casette, 16",37045,Legnago,"45.18740384430647, 11.31025855790697","https://www.google.com/maps/place/Lafarmacia.+Legnago/@45.1872943,11.3068468,17z/data=!3m1!4b1!4m6!3m5!1s0x477f0d7f6ec3fa17:0x6170fa850648756!8m2!3d45.1872905!4d11.3094217!16s%2Fg%2F1tgp937v!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.165424%2C11.301691,ministero,284,7,4,TRUE
ITVR005384,Farmacia Arfiero Vangadizza del Dottor Giordano Arfiero,privata,"Via LEONIA PELLINI, 25 - VANGADIZZA",37045,Legnago,"45.169073957943226, 11.302305096584098","https://www.google.com/maps/place/Farmacia+Arfiero+Vangadizza+del+Dottor+Giordano+Arfiero/@45.168919,11.2986573,17z/data=!3m1!4b1!4m6!3m5!1s0x477f0d0bb2464ff3:0x510955674786bed3!8m2!3d45.1689152!4d11.3012322!16s%2Fg%2F1tmg5c_g!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.165424%2C11.301691,ministero,284,7,5,TRUE
ITVR005380,Farmacia Salieri,privata,"Viale DEI CADUTI, 69",37045,Legnago,"45.192033416819015, 11.30807211029954","https://www.google.com/maps/place/Farmacia+Salieri/@45.191939,11.3047891,17z/data=!3m1!4b1!4m6!3m5!1s0x477f13e214003241:0x3cf03ac9d4b989b3!8m2!3d45.1919352!4d11.307364!16s%2Fg%2F11j8hpfxjl!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.190604%2C11.309023,ministero,284,7,6,TRUE
ITVR005382,Farmacia Zanoni Giovanni SAS,privata,"Via Giuseppe Mazzini, 2 - Porto",37045,Legnago,"45.19546550258981, 11.315326182390393","https://www.google.com/maps/place/Farmacia+Zanoni+Giovanni+SAS/@45.1952728,11.3122041,17z/data=!3m1!4b1!4m6!3m5!1s0x477f127dbfef5b69:0x99479c149b589f7e!8m2!3d45.195269!4d11.314779!16s%2Fg%2F1thtbzxt!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.165424%2C11.301691,ministero,284,7,7,TRUE
ITVR005445,Farmacia Internazionale Dott. Marchesini,privata,"Via Gardesana, 149",37018,Malcesine,"45.76569384953436, 10.81184655017243","https://www.google.com/maps/place/Farmacia+Internazionale+Dott.+Marchesini/@45.7655704,10.8082524,17z/data=!3m1!4b1!4m6!3m5!1s0x47821f5125dcef5f:0x3b65b33bcfa2fa19!8m2!3d45.7655667!4d10.8108273!16s%2Fg%2F11s34ctf09!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.728734%2C10.781605,ministero,284,1,1,TRUE
ITVR005460,Farmacia Ferrari Dr.ssa Fiammetta,privata,"Via del Lavoro, 3 - Valgatara",37020,Marano Di Valpolicella,"45.52400841876952, 10.90968440896495","https://www.google.com/maps/place/Farmacia+Ferrari+Dr.ssa+Fiammetta/@45.5238318,10.9061439,17z/data=!3m2!4b1!5s0x4781e4a63166d1a7:0x931080490c1dc709!4m6!3m5!1s0x4781e4a636ac6c2d:0x2c69985a6c4bc5db!8m2!3d45.5238281!4d10.9087188!16s%2Fg%2F1tz94lxs!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.559028%2C10.916580,ministero,284,1,1,TRUE
ITVR005340,Farmacia Bellonzi dott.ssa Canton,privata,"Via San Giovanni di Dio, 5",37030,Mezzane Di Sotto,"45.47770868234167, 11.130484671197381","https://www.google.com/maps/place/Farmacia+Bellonzi+dott.ssa+Canton/@45.477562,11.1271802,17z/data=!3m1!4b1!4m6!3m5!1s0x477f5a5387c4be6d:0xaff88bc29fff7cd3!8m2!3d45.4775583!4d11.1297551!16s%2Fg%2F11b6hzrlzp!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.489295%2C11.123645,ministero,284,1,1,TRUE
ITVR005391,FARMACIA PIEROPAN DEL DOTT. MATTEO PIEROPAN E C. S.A.S.,privata,"Via Roma, 1",37046,Minerbe,"45.2408351440485, 11.338365172030858","https://www.google.com/maps/place/Farmacia+Pieropan+Del+Dott.+Matteo+Pieropan+%26+C.+SAS/@45.2407853,11.3382968,21z/data=!4m6!3m5!1s0x477f13a3df6538a1:0xd0b0c3170c3cca22!8m2!3d45.2408078!4d11.3381405!16s%2Fg%2F1vg_63_r!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.241085%2C11.334799,ministero,284,1,1,TRUE
ITVR005322,Farmacia Pallaro Dr. Edoardo,privata,"Via Roma, 12",37030,Montecchia Di Crosara,"45.4849135895704, 11.255080236563048","https://www.google.com/maps/place/Farmacia+Pallaro+Dr.+Edoardo/@45.4848271,11.2518616,17z/data=!3m1!4b1!4m6!3m5!1s0x477f4594192681f5:0x18b52f1a5a9e2c7d!8m2!3d45.4848234!4d11.2544365!16s%2Fg%2F1td16pjw!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.485536%2C11.256327,ministero,284,1,1,TRUE
ITVR005315,Lafarmacia. Farinelli,privata,"Via Giacomo Aroldi, 25 - COSTALUNGA",37032,Monteforte D'Alpone,"45.447436832364886, 11.303579917556801","https://www.google.com/maps/place/Lafarmacia.+Farinelli/@45.4472976,11.3001467,17z/data=!3m1!4b1!4m6!3m5!1s0x477f46ee2cfb54c3:0x1417d0fe5d55d6bc!8m2!3d45.4472939!4d11.3027216!16s%2Fg%2F11b909d6b8!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.448711%2C11.305528,ministero,284,2,1,TRUE
ITVR005314,Farmacia Rizzini Alberto E Ilaria S.n.c.,privata,"Via Vittorio Veneto, 22",37032,Monteforte D'Alpone,"45.42200296865807, 11.286812614800136","https://www.google.com/maps/place/Farmacia+Rizzini+Alberto+e+Ilaria+Snc/@45.4218486,11.2834652,17z/data=!4m6!3m5!1s0x477f46cade828cb5:0xfcc4aadeb0f15e8f!8m2!3d45.4218675!4d11.2860294!16s%2Fg%2F1tgcl45b!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.421732%2C11.286333,ministero,284,2,2,TRUE
ITVR005438,Farmacia Giovannini,privata,"Via Caterina Bon Brenzoni, 2",37060,Mozzecane,"45.308837613569885, 10.818746184256126","https://www.google.com/maps/place/Farmacia+Giovannini/@45.3087735,10.8148409,17z/data=!3m1!4b1!4m6!3m5!1s0x4781dbf0852e1f55:0xd80d77fd03deabb5!8m2!3d45.3087698!4d10.8174158!16s%2Fg%2F11bx44h_0h!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.309406%2C10.839098,ministero,284,2,1,TRUE
ITVR020703,farmacia scaligera di sergio rossi e simona longhini snc,privata,"Via ugo foscolo, 19 - san zeno",37060,Mozzecane,"45.319019440784515, 10.829153868538832","https://www.google.com/maps/place/Farmacia+Scaligera/@45.3189176,10.8258494,17z/data=!3m1!4b1!4m6!3m5!1s0x4781dd4cc6692981:0x2cc79a957a3f0a84!8m2!3d45.3189139!4d10.8284243!16s%2Fg%2F11ls_7htjd!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.31909475516305%2C10.82848658224492,verified_share,284,2,2,TRUE
ITVR005420,Farmacia all'Angelo,privata,"Via San Martino, 3",37024,Negrar,"45.53100062968648, 10.941125697821432","https://www.google.com/maps/place/Farmacia+all'Angelo/@45.5308992,10.9373277,17z/data=!3m1!4b1!4m6!3m5!1s0x4781e3354df883cb:0xdb3ab4dbe238444f!8m2!3d45.5308955!4d10.9399026!16s%2Fg%2F1vxcv8c7!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.531537%2C10.940028,ministero,284,6,1,TRUE
ITVR018282,FARMACIA NEGRAR - CASETTE,privata,"Via Casette, 2 - Santa Maria",37024,Negrar,"45.503275628799, 10.936439505050467","https://www.google.com/maps/place/Farmacia+Dr.+Max/@45.5031967,10.9328239,17z/data=!3m2!4b1!5s0x4781e3140fb7f0eb:0x62964092438beee4!4m6!3m5!1s0x4781e3121f3350f1:0x2c6311a9c151a7a2!8m2!3d45.503193!4d10.9353988!16s%2Fg%2F1hc61vd7y!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.539671%2C10.953905,ministero,284,6,2,TRUE
ITVR005419,Farmacia Fiori Snc Dei Dottori Fiori Laura,privata,"Via Aleardo Aleardi, 3 - Prun",37020,Negrar,"45.57584205951283, 10.951751672982926","https://www.google.com/maps/place/Farmacia+Fiori+Snc+Dei+Dottori+Fiori+Laura/@45.5756656,10.9484472,17z/data=!3m1!4b1!4m6!3m5!1s0x4781fc667cffa6b7:0x34e030c969b27e4a!8m2!3d45.5756619!4d10.9510221!16s%2Fg%2F1tmg5dh_!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.539671%2C10.953905,ministero,284,6,3,TRUE
ITVR017750,Farmacia Fiori Dispensario,privata,"Via DELL'AQUILIO, 24 A - FANE",37020,Negrar,"45.58081692280656, 10.964183806976969","https://www.google.com/maps/place/Farmacia+Fiori+Dispensario/@45.580663,10.9611261,17z/data=!3m1!4b1!4m6!3m5!1s0x4781fc43a3c86677:0x6d7e29b39a5cb5b3!8m2!3d45.5806593!4d10.963701!16s%2Fg%2F1tdwtjym!5m1!1e1?entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,dispensario,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.539671%2C10.953905,ministero,284,6,4,TRUE
ITVR016735,Lafarmacia. Fappani,privata,"Via Valpolicella, 54 - Arbizzano",37024,Negrar,"45.49386729374621, 10.940520057221256","https://www.google.com/maps/place/Lafarmacia.+Fappani/@45.4937582,10.9378583,822m/data=!3m2!1e3!4b1!4m6!3m5!1s0x4781e3077222231d:0x216bd1a3a39d6177!8m2!3d45.4937545!4d10.9404332!16s%2Fg%2F1v3gqs2x!5m1!1e1?entry=ttu&g_ep=EgoyMDI2MDEwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.490619%2C10.941047,ministero,284,6,5,TRUE
ITVR019752,Farmacia Dei Colli Veronesi,privata,"Viale Europa, 3",37024,Negrar,"45.523439629395334, 10.93964040229162","https://www.google.com/maps/place/Farmacia+Dei+Colli+Veronesi/@45.5232636,10.9364862,822m/data=!3m3!1e3!4b1!5s0x4781e337a7742843:0xef5251df5e12405d!4m6!3m5!1s0x4781e307b2de9115:0x16bb8dccb7772a7!8m2!3d45.5232599!4d10.9390611!16s%2Fg%2F11t3txj_62!5m1!1e1?entry=ttu&g_ep=EgoyMDI2MDEwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.523461724309065%2C10.939421128288128,verified_share,284,6,6,TRUE
ITVR005408,Lafarmacia. Boselli,privata,"Via Via Chiesa, 32",37054,Nogara,"45.17261882880034, 11.06696039238354","https://www.google.com/maps/place/Lafarmacia.+Boselli/@45.1726237,11.0668023,213m/data=!3m1!1e3!4m6!3m5!1s0x477f70819cec9f8f:0xde62317d8f41955d!8m2!3d45.1725416!4d11.0669255!16s%2Fg%2F1tfgn7dm!5m1!1e1?entry=ttu&g_ep=EgoyMDI2MDEwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.170852%2C11.066810,ministero,284,2,1,TRUE
ITVR005407,Farmacia Marcolungo Di Dott. Marcolungo Guglielmo & C. Snc,privata,"Via Generale C.A. Dalla Chiesa, 25",37054,Nogara,"45.178978292451525, 11.06266567063884","https://www.google.com/maps/place/Farmacia+Marcolungo+Di+Dott.+Marcolungo+Guglielmo+%26+C.+Snc/@45.1788165,11.0619539,237m/data=!3m1!1e3!4m14!1m7!3m6!1s0x477f7a80db282927:0xd55933213cb9f590!2sFarmacia+Marcolungo+Di+Dott.+Marcolungo+Guglielmo+%26+C.+Snc!8m2!3d45.178966!4d11.0624978!16s%2Fg%2F1thx7f_q!3m5!1s0x477f7a80db282927:0xd55933213cb9f590!8m2!3d45.178966!4d11.0624978!16s%2Fg%2F1thx7f_q!5m1!1e1?entry=ttu&g_ep=EgoyMDI2MDEwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.17905681534832%2C11.062501244342116,verified_share,284,2,2,TRUE
ITVR005440,Farmacia San Leonardo,privata,"Via IX Maggio, 38 - Pradelle",37060,Nogarole Rocca,"45.282515697823904, 10.87175442962844","https://www.google.com/maps/place/Farmacia+San+Leonardo/@45.2824796,10.8704784,213m/data=!3m2!1e3!5s0x4781d8e31237cd47:0xec2298d60b372101!4m6!3m5!1s0x4781d8e1886de421:0xe939b9ffc5bd6b95!8m2!3d45.2824938!4d10.8717057!16s%2Fg%2F11b88pdc4_!5m1!1e1?entry=ttu&g_ep=EgoyMDI2MDEwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.285731%2C10.870736,ministero,284,1,1,TRUE
ITVR005398,Farmacia Bacchielli,privata,"Via XXIV Aprile, 18",37050,Oppeano,"45.304245868673924, 11.177912909038895","https://www.google.com/maps/place/Farmacia+Bacchielli/@45.3042098,11.1773258,213m/data=!3m2!1e3!5s0x477f6910c6dcd7b9:0x759993b3f8a54f26!4m6!3m5!1s0x477f6910c110b599:0x806b67d6f7833a6f!8m2!3d45.3042086!4d11.1780237!16s%2Fg%2F1ptwzrlww!5m1!1e1?entry=ttu&g_ep=EgoyMDI2MDEwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.311123%2C11.114410,ministero,284,3,1,TRUE
ITVR018905,Farmacia Comunale dott. Carlo Barioni,comunale,"Via Croce, 93 - CA' DEGLIO OPPI",37050,Oppeano,"45.29531850937985, 11.13233862632243","https://www.google.com/maps/place/Farmacia+Comunale+dott.+Carlo+Barioni/@45.2951812,11.1318991,292m/data=!3m1!1e3!4m14!1m7!3m6!1s0x477f68b9a4827a63:0xe8ff51602f23d412!2sFarmacia+Comunale+dott.+Carlo+Barioni!8m2!3d45.2952828!4d11.1321442!16s%2Fg%2F11b6jg_4c_!3m5!1s0x477f68b9a4827a63:0xe8ff51602f23d412!8m2!3d45.2952828!4d11.1321442!16s%2Fg%2F11b6jg_4c_!5m1!1e1?entry=ttu&g_ep=EgoyMDI2MDEwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.295333%2C11.132885,ministero,284,3,2,TRUE
ITVR005414,Farmacia Sartori S.R.L.,privata,"Via Spinetti, 97 - Vallese",37050,Oppeano,"45.32637332087504, 11.089929893025179","https://www.google.com/maps/place/Farmacia+Sartori+S.R.L./@45.3261544,11.0896225,206m/data=!3m1!1e3!4m6!3m5!1s0x477f67acf85a5339:0xc3f6b4cf690adc48!8m2!3d45.3263311!4d11.0898514!16s%2Fg%2F1wl4pfxg!5m1!1e1?entry=ttu&g_ep=EgoyMDI2MDEwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.327330%2C11.088530,ministero,284,3,3,TRUE
ITVR005412,Farmacia Dani del Dott. Dani Roberto & C. S.n.c.,privata,"Via Roma, 16",37050,Palù,"45.32453537452446, 11.154812284109019","https://www.google.com/maps/place/Farmacia+Dani+del+Dott.+Dani+Roberto+%26+C.+S.n.c./@45.3243432,11.1517146,825m/data=!3m2!1e3!4b1!4m6!3m5!1s0x477f6859530a07b5:0xd5a20590d86cc338!8m2!3d45.3243395!4d11.1542895!16s%2Fg%2F1tct7ks4!5m1!1e1?entry=ttu&g_ep=EgoyMDI2MDEwNC4wIKXMDSoKLDEwMDc5MjA2OUgBUAM%3D",attiva,farmacia,VR,,,,2026-01-07,,https://www.google.com/maps/search/?api=1&query=45.306748%2C11.181288,ministero,284,1,1,TRUE
